Time:6,End Time,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Event Id,Event Date,Event Duration
143.3164062500,143.8164062500,0.0403159551,0.0236727095,0.0127056553,0.0413087187,0.0155199394,0.6339210847,,,
143.4160156250,143.9160156250,0.0298047961,0.0223522342,0.0207061081,0.0261940985,0.0131462780,0.6449334683,,,
143.5156250000,144.0156250000,0.0172564821,0.0203492848,0.0391884814,0.0197253289,0.0106236136,0.5991593982,,,
143.6152343750,144.1152343750,0.0124688435,0.0217733685,0.0620307941,0.0222440753,0.0092006105,0.5005201347,,,
143.7148437500,144.2148437500,0.0312526765,0.0292590181,0.0787946993,0.0276248586,0.0099844494,0.3586446702,,,
143.8144531250,144.3144531250,0.0770320894,0.0423273883,0.0829646776,0.0305236159,0.0112781873,0.2100392029,,,
143.9140625000,144.4140625000,0.1340437156,0.0543992860,0.0738536653,0.0293895966,0.0104999663,0.1116622838,,,
144.0136718750,144.5136718750,0.1878922240,0.0593038400,0.0562493720,0.0252816060,0.0077667099,0.0863635285,,,
144.1132812500,144.6132812500,0.2224102076,0.0568240844,0.0400935844,0.0203197284,0.0063104955,0.1274202857,,,
144.2128906250,144.7128906250,0.2236008777,0.0495645274,0.0330350792,0.0169862320,0.0100259060,0.2067756158,,,
144.3125000000,144.8125000000,0.2010161511,0.0400060609,0.0321848794,0.0165500432,0.0272677168,0.2807486183,,,
144.4121093750,144.9121093750,0.1922810682,0.0318437902,0.0320457761,0.0185230916,0.0657694747,0.3210031904,,,
144.5117187500,145.0117187500,0.2211354856,0.0274249486,0.0295761727,0.0204951331,0.1170786588,0.3393572499,,,
144.6113281250,145.1113281250,0.2781760186,0.0233456163,0.0226386612,0.0204205164,0.1570947036,0.3588249251,,,
144.7109375000,145.2109375000,0.3327978222,0.0163408177,0.0136026584,0.0181330017,0.1702793417,0.4041034758,,,
144.8105468750,145.3105468750,0.3585174010,0.0084964796,0.0087250585,0.0141843221,0.1584160324,0.4959722748,,,
144.9101562500,145.4101562500,0.3404273229,0.0040454210,0.0084626882,0.0094100781,0.1294990235,0.6205506589,,,
145.0097656250,145.5097656250,0.2859484462,0.0035170128,0.0084080549,0.0061469900,0.0909873493,0.7234224524,,,
145.1093750000,145.6093750000,0.2186209484,0.0052851134,0.0067328488,0.0055174248,0.0571598978,0.7602891867,,,
145.2089843750,145.7089843750,0.1721364942,0.0084027706,0.0045052942,0.0060027712,0.0403766961,0.7201189141,,,
145.3085937500,145.8085937500,0.1767913357,0.0117214125,0.0030067417,0.0069988963,0.0375760423,0.6173148576,,,
145.4082031250,145.9082031250,0.2294544954,0.0138740546,0.0030185586,0.0088976311,0.0370724407,0.4697136405,,,
145.5078125000,146.0078125000,0.2872474685,0.0146869352,0.0051623099,0.0098623498,0.0371632044,0.3015821494,,,
145.6074218750,146.1074218750,0.3187717779,0.0155004950,0.0085120537,0.0085495931,0.0406258207,0.1637877022,,,
